Frame,integer_adm2_egl_1,integer_adm_scale0_egl_1,integer_adm_scale1_egl_1,integer_adm_scale2_egl_1,integer_adm_scale3_egl_1,integer_motion2,integer_motion,integer_vif_scale0_egl_1,integer_vif_scale1_egl_1,integer_vif_scale2_egl_1,integer_vif_scale3_egl_1,psnr_y,psnr_cb,psnr_cr,vmaf,
130,0.994060,0.988152,0.990463,0.994677,0.996222,1.271578,1.271578,0.892915,0.994952,0.997314,0.998078,47.050855,47.793318,48.159688,97.527146,
131,0.994272,0.988971,0.990071,0.994832,0.996573,1.608721,1.608721,0.892193,0.995195,0.997553,0.998088,47.016249,47.645557,48.300644,98.038810,
132,0.994375,0.988800,0.989907,0.994451,0.997136,0.954166,1.863452,0.892632,0.994957,0.997478,0.998199,47.040444,47.689917,48.062120,97.184969,
133,0.994150,0.988315,0.990288,0.993816,0.997064,0.954166,0.954166,0.894609,0.995497,0.997601,0.998226,47.126070,47.836018,48.364548,97.146840,
134,0.994179,0.988947,0.989959,0.994806,0.996432,1.114537,1.114537,0.894344,0.995257,0.997600,0.998285,47.098691,47.861712,48.156929,97.373004,
135,0.993964,0.988020,0.989226,0.994211,0.996826,1.353675,1.353675,0.890627,0.994973,0.997479,0.998357,46.926633,47.704805,48.396493,97.645760,
136,0.994256,0.988658,0.990142,0.994391,0.996869,1.226120,1.669822,0.893649,0.994841,0.997116,0.998001,47.085874,47.922699,48.326380,97.493389,
137,0.994414,0.988644,0.989757,0.994588,0.997234,1.226120,1.226120,0.893001,0.994960,0.997211,0.998008,47.029659,47.812385,48.197805,97.533060,
138,0.993895,0.988340,0.990249,0.993389,0.996785,1.279552,1.295776,0.890089,0.994789,0.997129,0.997693,46.863717,47.663985,48.021158,97.460924,
139,0.993876,0.988625,0.989014,0.993993,0.996690,0.933398,1.279552,0.890430,0.994589,0.997193,0.998237,46.882187,47.621716,47.778756,97.035901,
140,0.994306,0.988536,0.989546,0.994586,0.997089,0.933398,0.933398,0.890815,0.994786,0.997403,0.998375,46.945113,47.534806,48.018486,97.151279,
141,0.994210,0.988875,0.988985,0.994605,0.997018,1.081744,1.875609,0.892111,0.994999,0.997352,0.998013,47.047382,47.850773,48.325663,97.300725,
142,0.994165,0.988520,0.989946,0.994104,0.996989,0.700340,1.081744,0.893985,0.995090,0.997587,0.998617,47.114528,47.933165,48.228542,96.835048,
143,0.994189,0.988652,0.990135,0.994101,0.996954,0.700340,0.700340,0.895118,0.995274,0.997464,0.998238,47.150203,47.823228,48.406706,96.805674,
144,0.994192,0.989248,0.990608,0.994041,0.996705,0.868770,0.986740,0.895658,0.995267,0.997433,0.998428,47.185623,47.922045,48.107561,97.048245,
145,0.994460,0.988994,0.990517,0.994496,0.997081,0.868770,0.868770,0.895537,0.995303,0.997641,0.998457,47.190036,47.901191,48.223638,97.118521,
146,0.994115,0.988474,0.990229,0.993951,0.996907,0.665201,1.053577,0.892514,0.995015,0.997476,0.998417,47.057007,47.773702,48.352990,96.755135,
147,0.994220,0.988514,0.990313,0.993848,0.997184,0.665201,0.665201,0.894170,0.994753,0.997064,0.998045,47.119006,47.804112,48.307777,96.728681,
148,0.993942,0.988392,0.989817,0.993831,0.996749,0.891201,1.957079,0.893782,0.994685,0.997147,0.997972,47.113986,48.001154,48.290676,96.971218,
149,0.994117,0.988066,0.990043,0.993652,0.997266,0.891201,0.891201,0.890159,0.994294,0.997041,0.998140,46.925205,47.876555,48.251738,97.015255,
150,0.994427,0.989564,0.990759,0.994075,0.997100,1.032979,1.794518,0.893944,0.995150,0.997572,0.998303,47.101665,47.844352,48.352990,97.316652,
151,0.994494,0.988705,0.990162,0.994848,0.997103,0.909132,1.032979,0.895847,0.995186,0.997335,0.998034,47.218138,47.967356,48.395036,97.132406,
152,0.994335,0.988827,0.990476,0.994175,0.997068,0.719506,0.909132,0.896149,0.995322,0.997503,0.998352,47.241393,47.780652,48.363102,96.874854,
153,0.993949,0.988535,0.989667,0.993584,0.996976,0.719506,0.719506,0.893574,0.994732,0.997096,0.997697,47.105858,47.897292,48.309920,96.716446,
154,0.994470,0.988222,0.990419,0.994514,0.997298,0.805098,0.805098,0.892883,0.995142,0.997352,0.998066,47.077664,47.846277,48.378314,96.988909,
155,0.994309,0.988254,0.989924,0.994763,0.996927,1.053517,1.064617,0.893634,0.995187,0.997446,0.998081,47.131785,47.759206,48.267979,97.295221,
156,0.994480,0.988463,0.990566,0.994138,0.997482,0.904823,1.053517,0.895120,0.995016,0.997365,0.998169,47.220221,47.993178,48.277185,97.134621,
157,0.994119,0.988964,0.989889,0.994429,0.996594,0.904823,0.904823,0.894921,0.995077,0.997424,0.998175,47.211754,47.853345,48.251034,97.059266,
158,0.994213,0.988540,0.990117,0.994038,0.997083,1.031257,1.031257,0.895855,0.995311,0.997530,0.998301,47.227870,47.908999,48.356599,97.266991,
159,0.994326,0.988929,0.989257,0.994837,0.996976,1.791347,1.914143,0.894808,0.995460,0.997864,0.998308,47.168563,47.821951,48.256675,98.329304,
160,0.993984,0.989077,0.990640,0.994073,0.996220,0.754680,1.791347,0.898994,0.995296,0.997466,0.998271,47.377690,47.875263,48.441171,96.838056,
161,0.994315,0.988583,0.990890,0.994539,0.996674,0.754680,0.754680,0.897583,0.995439,0.997566,0.998163,47.294212,47.853988,48.345062,96.906621,
162,0.994179,0.988943,0.990640,0.993447,0.997116,1.044076,2.344682,0.897299,0.995306,0.997632,0.998550,47.290822,47.944313,48.320647,97.301527,
