Frame,integer_adm2_egl_1,integer_adm_scale0_egl_1,integer_adm_scale1_egl_1,integer_adm_scale2_egl_1,integer_adm_scale3_egl_1,integer_motion2,integer_motion,integer_vif_scale0_egl_1,integer_vif_scale1_egl_1,integer_vif_scale2_egl_1,integer_vif_scale3_egl_1,psnr_y,psnr_cb,psnr_cr,float_ssim,vmaf,
92,0.651196,0.755235,0.522565,0.638275,0.696428,6.524374,6.524374,0.097115,0.236979,0.317965,0.407191,22.348382,30.480154,35.165670,0.641490,12.734495,
93,0.653939,0.753186,0.524777,0.634074,0.705812,6.586943,6.863851,0.096412,0.236591,0.317536,0.404723,22.274472,30.449374,35.125885,0.639716,13.094321,
94,0.642556,0.746262,0.507434,0.610340,0.705349,6.586943,6.586943,0.094051,0.233006,0.313657,0.402694,22.255981,30.470272,35.154029,0.634027,11.897779,
95,0.633358,0.748448,0.494560,0.602895,0.693355,6.806458,6.806458,0.093210,0.230052,0.310648,0.400109,22.273410,30.468214,35.218889,0.631820,11.077712,
96,0.640815,0.742346,0.512700,0.607658,0.703812,6.721597,7.081063,0.091827,0.228090,0.306871,0.396643,22.225641,30.417784,35.164963,0.630260,11.977685,
97,0.640768,0.745925,0.520378,0.609776,0.694790,6.721597,6.721597,0.092920,0.227363,0.305449,0.391592,22.341978,30.505620,35.299306,0.629919,11.920223,
98,0.649918,0.745483,0.513800,0.609850,0.722476,6.857419,6.857419,0.091723,0.227543,0.307500,0.395918,22.297011,30.486771,35.271518,0.627574,13.163262,
99,0.645904,0.744712,0.509477,0.607110,0.715196,6.910892,6.910892,0.091194,0.225905,0.305483,0.394197,22.321953,30.550824,35.347696,0.624772,12.785319,
100,0.638985,0.735242,0.509881,0.620488,0.690926,6.767764,7.277912,0.091039,0.228802,0.310106,0.399754,22.248157,30.563844,35.258710,0.624973,11.792591,
101,0.637692,0.743474,0.515229,0.621304,0.682688,6.767764,6.767764,0.090092,0.226758,0.307519,0.396961,22.314394,30.600036,35.330480,0.622952,11.714986,
102,0.636031,0.731352,0.501259,0.586833,0.716193,7.050521,7.077435,0.089289,0.226575,0.307725,0.400241,22.324037,30.594987,35.298353,0.624080,11.784972,
103,0.641962,0.738463,0.519950,0.598974,0.710053,6.475636,7.050521,0.087638,0.223653,0.304880,0.396499,22.294383,30.573408,35.258532,0.625526,12.196267,
104,0.630487,0.735649,0.505177,0.589331,0.695035,6.475636,6.475636,0.086419,0.222404,0.304310,0.396010,22.294895,30.557649,35.220505,0.619085,10.913826,
105,0.642364,0.733598,0.508025,0.607264,0.712467,6.802963,7.105297,0.084811,0.221601,0.303040,0.395080,22.215494,30.561289,35.233241,0.620459,12.583711,
106,0.658101,0.728571,0.512108,0.603407,0.750752,6.802963,6.802963,0.084769,0.223561,0.306266,0.400297,22.258569,30.627535,35.216363,0.625155,14.445257,
107,0.636560,0.717437,0.479398,0.608729,0.715033,6.861193,6.861193,0.083824,0.223704,0.306174,0.399119,22.153978,30.571546,35.202620,0.620686,11.897581,
108,0.632536,0.726132,0.497795,0.601036,0.697965,6.686553,7.061534,0.084438,0.221665,0.301797,0.391656,22.208104,30.606047,35.211930,0.619527,11.308249,
109,0.619927,0.722557,0.492932,0.589033,0.677795,6.686553,6.686553,0.084875,0.223343,0.303885,0.393768,22.242115,30.583610,35.258901,0.617957,9.784413,
110,0.622430,0.716767,0.494220,0.585080,0.689337,6.571609,6.852252,0.085309,0.226357,0.308575,0.401020,22.185529,30.563177,35.356611,0.622497,9.926712,
111,0.624503,0.716535,0.483615,0.591488,0.698280,6.571609,6.571609,0.083825,0.223289,0.305612,0.397984,22.261448,30.579904,35.248501,0.617828,10.296561,
112,0.607869,0.718653,0.485371,0.569442,0.669642,7.060270,7.060270,0.082840,0.220219,0.302015,0.396732,22.206293,30.530578,35.222818,0.614566,8.891155,
113,0.620821,0.710314,0.494077,0.593146,0.681663,6.542835,7.073530,0.082361,0.221357,0.303215,0.395008,22.130089,30.427332,35.176910,0.614989,9.931149,
114,0.617416,0.710386,0.490892,0.584259,0.682171,6.542835,6.542835,0.080892,0.218633,0.300429,0.392211,22.185060,30.548550,35.284614,0.612556,9.663691,
115,0.626132,0.710922,0.504352,0.601579,0.684274,6.841133,7.047639,0.078765,0.216212,0.298362,0.392467,22.119350,30.513721,35.192078,0.609719,11.021009,
116,0.627421,0.717272,0.502655,0.599209,0.688721,6.690120,6.841133,0.079188,0.215786,0.296982,0.392484,22.156477,30.517948,35.180249,0.608990,11.095772,
117,0.624331,0.709679,0.478980,0.606399,0.689842,6.678362,6.690120,0.077540,0.214347,0.294411,0.384195,22.137450,30.500920,35.188029,0.607291,10.716111,
118,0.625184,0.702780,0.484190,0.597647,0.700047,6.547482,6.678362,0.075898,0.214393,0.297110,0.389777,22.059232,30.451699,35.122620,0.603948,10.797375,
119,0.623987,0.701950,0.483089,0.589851,0.701434,6.547482,6.547482,0.076370,0.214122,0.298134,0.391650,22.168592,30.535099,35.220895,0.601393,10.683290,
120,0.626510,0.708661,0.481370,0.595045,0.702861,6.404160,6.596601,0.076291,0.212005,0.292994,0.381267,22.078152,30.489422,35.190292,0.598179,10.869107,
121,0.618965,0.702069,0.480297,0.602624,0.681176,6.404160,6.404160,0.075830,0.213118,0.294351,0.385601,21.946275,30.406477,35.079890,0.599749,10.015780,
122,0.609271,0.699842,0.463533,0.589883,0.673676,6.789361,6.789361,0.074930,0.211304,0.293289,0.386452,22.029920,30.436741,35.128950,0.600170,9.295909,
123,0.621303,0.705447,0.492270,0.591251,0.688244,6.436520,6.791209,0.076539,0.215396,0.298404,0.391995,22.035813,30.420999,35.082535,0.603153,10.246857,
124,0.618640,0.703802,0.488310,0.598785,0.677991,6.436520,6.436520,0.075512,0.213216,0.295161,0.388841,22.007231,30.438658,35.080893,0.600936,10.039000,
125,0.611309,0.708716,0.507106,0.572551,0.669182,6.637302,6.637302,0.077421,0.218925,0.301176,0.394922,22.017276,30.437914,35.087445,0.608884,9.097287,
126,0.613431,0.702956,0.480104,0.589116,0.677144,6.749314,6.798575,0.076637,0.217757,0.301123,0.394085,22.023550,30.412057,35.112997,0.608356,9.460593,
127,0.606645,0.691880,0.472984,0.583422,0.673494,6.571453,6.749314,0.075238,0.216682,0.300281,0.392800,21.862118,30.291484,35.081927,0.607193,8.629859,
128,0.615670,0.690970,0.479358,0.583541,0.694079,6.418475,6.571453,0.074653,0.215490,0.299099,0.394230,21.901745,30.355261,35.131096,0.604077,9.638899,
129,0.603704,0.688680,0.471151,0.570606,0.677555,6.418475,6.418475,0.072547,0.211681,0.294291,0.387532,21.834620,30.391846,35.190378,0.599888,8.444956,
130,0.600721,0.689220,0.462621,0.560412,0.680730,6.424904,6.565057,0.073304,0.212552,0.294819,0.387607,21.843003,30.374301,35.059311,0.600049,8.066161,
131,0.597663,0.688635,0.468488,0.571801,0.662658,6.424904,6.424904,0.073523,0.213146,0.296084,0.390677,21.801170,30.288547,35.063878,0.602694,7.728262,
132,0.599621,0.689297,0.473149,0.573017,0.662795,6.123155,6.657275,0.072623,0.211714,0.295484,0.392246,21.908069,30.363969,35.139402,0.598264,7.848490,
